iter	RMSE
489	3.912935339
490	3.91190497
491	3.911745377
492	3.907744179
493	3.906259531
494	3.906107453
495	3.903071324
496	3.899793561
497	3.895799049
498	3.891876202
499	3.888531073
500	3.886248416
501	3.882798476
502	3.881290367
503	3.876794123
504	3.874155016
505	3.871638136
506	3.866931466
507	3.864014909
508	3.863560725
509	3.862746339
510	3.860658092
511	3.858048742
512	3.855338653
513	3.851601655
514	3.850117682
515	3.845063393
516	3.842402857
517	3.838767832
518	3.838604702
519	3.834111899
520	3.831804949
521	3.829085653
522	3.8271934
523	3.825263196
524	3.822297185
525	3.820921582
526	3.819438564
527	3.816051545
528	3.810421388
529	3.808043746
530	3.80519951
531	3.803733328
532	3.801938997
533	3.800230308
534	3.795933238
535	3.793732008
536	3.791055781
537	3.788689515
538	3.786146728
539	3.784516388
540	3.784302904
541	3.781989807
542	3.779286252
543	3.775709469
544	3.772540833
545	3.770130117
546	3.767650077
547	3.766526333
548	3.765224457
549	3.763750809
550	3.762532672
551	3.759927716
552	3.757163507
553	3.754575873
554	3.752207353
555	3.750848479
556	3.748880481
557	3.746333164
558	3.74482079
559	3.744058455
560	3.742001061
561	3.741084635
562	3.739430807
563	3.736758186
564	3.736353612
565	3.735537117
566	3.733608013
567	3.731106119
568	3.729561909
569	3.727189906
570	3.724894565
571	3.720976056
572	3.717274158
573	3.714857783
574	3.714439642
575	3.713003051
576	3.709293734
577	3.709167163
578	3.708838974
579	3.707097646
580	3.704058014
581	3.702885763
582	3.702745011
583	3.699245659
584	3.697343494
585	3.695778781
586	3.695461261
587	3.694118293
588	3.69268006
589	3.687619087
590	3.68522941
591	3.684423691
592	3.683851362
593	3.68276186
594	3.682006412
595	3.681394461
596	3.678193827
597	3.67482211
598	3.674710299
599	3.673002046
600	3.670007706
601	3.668446356
602	3.666043194
603	3.664346448
604	3.663955084
605	3.662062696
606	3.660824492
607	3.659005945
608	3.656562525
609	3.655254604
610	3.655049969
611	3.65355806
612	3.653135527
613	3.649721941
614	3.64828592
615	3.647159447
616	3.64499787
617	3.643233046
618	3.642170829
619	3.641242325
620	3.637275518
621	3.634198855
622	3.632134597
623	3.628592867
624	3.625636729
625	3.621708484
626	3.620950971
627	3.619016278
628	3.616377189
629	3.61372781
630	3.613149965
631	3.612118689
632	3.610210815
633	3.609900844
634	3.607128251
635	3.606857546
636	3.60602514
637	3.605424421
638	3.604677989
639	3.603628308
640	3.600366258
641	3.598867906
642	3.597216167
643	3.594895864
644	3.592025867
645	3.588670883
646	3.586262824
647	3.584608332
648	3.584467479
649	3.582354823
650	3.580390361
651	3.578528795
652	3.576829579
653	3.57452382
654	3.573493255
655	3.572392298
656	3.570100286
657	3.567890259
658	3.56567602
659	3.563839674
660	3.562155606
661	3.560841706
662	3.557610241
663	3.553635488
664	3.552671714
665	3.551372769
666	3.550245089
667	3.548825939
668	3.547073004
669	3.545566061
670	3.542118634
671	3.541904582
672	3.541226789
673	3.539937118
674	3.536976591
675	3.5349815
676	3.533112635
677	3.531562555
678	3.529458046
679	3.529252011
680	3.527357379
681	3.524883713
682	3.523877852
683	3.523049757
684	3.52039478
685	3.516833592
686	3.513780747
687	3.512735746
688	3.511570527
689	3.509598073
690	3.508313685
691	3.506454023
692	3.505017899
693	3.503757077
694	3.502013853
695	3.501516118
696	3.500053506
697	3.498015336
698	3.497825546
699	3.496787814
700	3.495771917
701	3.494974808
702	3.493608489
703	3.492424614
704	3.487526004
705	3.486625039
706	3.485565897
707	3.483270686
708	3.479660308
709	3.476668381
710	3.47612222
711	3.475299527
712	3.475190884
713	3.472054307
714	3.471625121
715	3.467411781
716	3.464487648
717	3.462650355
718	3.460128568
719	3.459366531
720	3.459267059
721	3.458876056
722	3.457728805
723	3.456500348
724	3.455181019
725	3.455100435
726	3.453558331
727	3.453211767
728	3.451096332
729	3.451012566
730	3.448736531
731	3.445628244
732	3.445398794
733	3.44456396
734	3.442520608
735	3.441247659
736	3.44056676
737	3.44031555
738	3.439828938
739	3.438521036
740	3.43670425
741	3.434241492
742	3.433225663
743	3.433057044
744	3.432253022
745	3.431719883
746	3.430463669
747	3.429085556
748	3.426505725
749	3.42570205
750	3.423348083
751	3.421896034
752	3.420726806
753	3.41826359
754	3.41677068
755	3.413246186
756	3.412982523
757	3.412398522
758	3.410779372
759	3.407840353
760	3.404706565
761	3.398955453
762	3.398392511
763	3.398034132
764	3.397648615
765	3.396832252
766	3.393972432
767	3.390431443
768	3.389651728
769	3.389497195
770	3.387792497
771	3.386969883
772	3.383460499
773	3.382345857
774	3.381862923
775	3.37976483
776	3.379328602
777	3.376584343
778	3.373022915
779	3.372953725
780	3.371233144
781	3.369506724
782	3.368513692
783	3.367341641
784	3.365226841
785	3.364448018
786	3.363322937
787	3.363026425
788	3.361876459
789	3.358898485
790	3.357097926
791	3.356996576
792	3.356707286
793	3.354128147
794	3.351767638
795	3.349808874
796	3.349740629
797	3.347616526
798	3.343252763
799	3.341928835
800	3.341651309
801	3.339179615
802	3.33811651
803	3.337437172
804	3.33576695
805	3.334125061
806	3.330901276
807	3.330637538
808	3.329071061
809	3.327892062
810	3.325514567
811	3.324145666
812	3.322272634
813	3.320458275
814	3.319598526
815	3.319537048
816	3.316281621
817	3.314590197
818	3.313206616
819	3.308549509
820	3.307442528
821	3.305875864
822	3.3036659
823	3.302679377
824	3.300900641
825	3.300044815
826	3.298690085
827	3.296223658
828	3.296131717
829	3.294358811
830	3.293136849
831	3.292771042
832	3.291249995
833	3.290325901
834	3.290212076
835	3.288321081
836	3.285326596
837	3.284462018
838	3.282794451
839	3.281047247
840	3.280835338
841	3.279507572
842	3.276612776
843	3.275599761
844	3.273148673
845	3.270872221
846	3.26610648
847	3.265990132
848	3.264470195
849	3.262798584
850	3.262516796
851	3.260923172
852	3.259677284
853	3.25771356
854	3.2568834
855	3.253683771
856	3.250566269
857	3.250224479
858	3.25013402
859	3.248306541
860	3.245295209
861	3.245012717
862	3.244547567
863	3.242776669
864	3.241871755
865	3.24101202
866	3.239177511
867	3.2391312
868	3.237826468
869	3.235125249
870	3.234627708
871	3.233386991
872	3.232471336
873	3.231996986
874	3.230993437
875	3.229336943
876	3.227247596
877	3.224297368
878	3.221146286
879	3.220402535
880	3.219065694
881	3.21775888
882	3.21601758
883	3.211020485
884	3.210567619
885	3.20998711
886	3.209680865
887	3.205679723
888	3.205014656
889	3.204961529
890	3.202570289
891	3.200472232
892	3.197166636
893	3.194642007
894	3.194064822
895	3.19309672
896	3.192125994
897	3.189572089
898	3.188809042
899	3.18738039
900	3.184366618
901	3.183294037
902	3.182980222
903	3.182488515
904	3.181821998
905	3.179846377
906	3.178052829
907	3.177806577
908	3.177435676
909	3.172882805
910	3.1717748
911	3.169878071
912	3.168988739
913	3.166989658
914	3.165112934
915	3.163875938
916	3.162878294
917	3.162124018
918	3.160927152
919	3.160412136
920	3.158020354
921	3.156810311
922	3.153390725
923	3.153072173
924	3.152356598
925	3.149636995
926	3.149561418
927	3.148437693
928	3.14834899
929	3.146758725
930	3.146269337
931	3.142629588
932	3.141158299
933	3.138457307
934	3.135365977
935	3.13455275
936	3.132402123
937	3.131339847
938	3.128491723
939	3.128439582
940	3.126123379
941	3.126078842
942	3.124392123
943	3.123093763
944	3.12229996
945	3.1211943
946	3.118830162
947	3.116438992
948	3.115594639
949	3.115557683
950	3.113180328
951	3.111032643
952	3.110994876
953	3.110253931
954	3.10895578
955	3.108076822
956	3.106227345
957	3.105492118
958	3.10300558
959	3.100180402
960	3.09928864
961	3.099240481
962	3.096880869
963	3.095727141
964	3.093380957
965	3.092130681
966	3.091861794
967	3.090961408
968	3.08933639
969	3.087805486
970	3.086894882
971	3.085905843
972	3.084424615
973	3.08338748
974	3.082180558
975	3.07973789
976	3.077837359
977	3.077020249
978	3.076706624
979	3.075230512
980	3.074709956
981	3.074633863
982	3.072136339
983	3.071752834
984	3.07082522
985	3.068605322
986	3.066599419
987	3.065585311
988	3.064496054
989	3.062415829
990	3.062168799
991	3.061083777
992	3.06075328
993	3.060705977
994	3.059845491
995	3.059232928
996	3.056970323
997	3.055033948
998	3.052982245
999	3.051036831
